%1.Title:Laptops
%
%2.Sources:
%	(a)Creator:KrstevFilip
%	(b)Date:June,2016
%	(c)878 instances
%
@RELATION IS


@ATTRIBUTE processor	{i34th,i33rd,i51st,i52nd,i53rd,i54th,i73rd,i74th,Pentium,Celeron,Atom,AMDSemprom,AMDESeries,Core2Duo,Core2Quad}
@ATTRIBUTE memory		numeric
@ATTRIBUTE screenSize	numeric
@ATTRIBUTE grapics		{Integrated/On-BoardGraphics,DedicatedGraphics}
@ATTRIBUTE operatinS	{Windows10,Windows8,Windows7,WindowsXP,ChromeOS}
@ATTRIBUTE ssd			{Yes,No}
@ATTRIBUTE price		numeric

@DATA
i74th,16,15.6,DedicatedGraphics,Windows7,No,1996
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,No,444.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,No,399.53
i74th,16,17.3,DedicatedGraphics,Windows8,No,1654.53
i74th,16,15.6,DedicatedGraphics,Windows8,No,1799.53
i54th,8,15.6,DedicatedGraphics,Windows8,No,1644.53
i74th,16,15.6,DedicatedGraphics,Windows8,No,1799.53
i74th,8,17.3,DedicatedGraphics,Windows10,No,2199.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,Yes,299.53
i54th,8,15.6,DedicatedGraphics,Windows8,No,1399.53
i74th,12,17.3,DedicatedGraphics,Windows8,No,1900.73
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows7,No,367.99
i74th,8,15.6,DedicatedGraphics,Windows8,No,1179.53
i74th,16,15.6,DedicatedGraphics,Windows8,Yes,1499.53
i74th,8,15.6,DedicatedGraphics,Windows8,Yes,1544.53
Celeron,4,13.3,Integrated/On-BoardGraphics,ChromeOS,No,570.73
Atom,2,10.1,Integrated/On-BoardGraphics,Windows8,No,454.53
i74th,16,15.6,DedicatedGraphics,Windows8,No,2744.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows10,No,343.95
Celeron,2,14,Integrated/On-BoardGraphics,Windows10,No,374.53
Pentium,4,14,Integrated/On-BoardGraphics,Windows10,Yes,624.53
i74th,16,15.6,DedicatedGraphics,Windows10,No,1250
Celeron,2,13.3,Integrated/On-BoardGraphics,Windows8,No,499.53
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows8,No,599.53
i74th,8,15.6,DedicatedGraphics,Windows8,No,1599.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,No,464.53
i54th,4,14,Integrated/On-BoardGraphics,Windows7,No,1275.26
i74th,12,15.6,DedicatedGraphics,Windows8,No,1299.53
i54th,8,15.6,DedicatedGraphics,Windows8,No,1044.53
i74th,8,15.6,DedicatedGraphics,Windows8,Yes,1399.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows8,No,499.53
Pentium,4,11.6,Integrated/On-BoardGraphics,Windows10,No,599.53
i74th,24,17.3,DedicatedGraphics,Windows8,No,2110.73
i74th,16,17.3,DedicatedGraphics,Windows8,No,2199.53
i74th,12 ,17.3,DedicatedGraphics,Windows8,Yes,2199.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,No,399.53
Celeron,4,15.6,Integrated/On-BoardGraphics,ChromeOS,No,499.53
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows8,No,720.73
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,Yes,290.3
i74th,16,17.3,DedicatedGraphics,Windows8,No,1444.53
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows8,Yes,404.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows8,No,499.53
i53rd,4,12.1,Integrated/On-BoardGraphics,Windows7,No,1999.53
Celeron,2,14,Integrated/On-BoardGraphics,Windows10,No,225
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,No,444.53
i74th,8,17.3,DedicatedGraphics,Windows8,No,1554.53
i74th,16,12.3,Integrated/On-BoardGraphics,Windows10,Yes,2024.53
Celeron,2,15.6,Integrated/On-BoardGraphics,Windows10,No,655.73
i74th,8 ,14,DedicatedGraphics,Windows7,No,1799.53
i74th,16,15.6,DedicatedGraphics,Windows8,No,1499.53
i74th,16,15.6,DedicatedGraphics,Windows10,Yes,1599.53
i74th,16,15.6,DedicatedGraphics,Windows8,Yes,1454.53
i74th,8 ,14,Integrated/On-BoardGraphics,Windows7,No,1499.81
Pentium,2,11.6,Integrated/On-BoardGraphics,Windows10,No,524.53
Pentium,4,17.3,Integrated/On-BoardGraphics,Windows8,No,864.53
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows10,No,249.99
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows8,No,399.53
i74th,16,15.6,DedicatedGraphics,Windows8,Yes,2754.53
Celeron,2,11.6,Integrated/On-BoardGraphics,ChromeOS,No,199.99
i74th,16,17.3,DedicatedGraphics,Windows7,Yes,3099.53
i74th,12,17.3,DedicatedGraphics,Windows8,No,2169.53
i74th,32,17.3,DedicatedGraphics,Windows8,Yes,4499.53
i74th,8,14,Integrated/On-BoardGraphics,Windows8,Yes,2734.53
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows10,No,374.53
i74th,32,17.3,DedicatedGraphics,Windows8,No,3699.53
Celeron,2,13.3,Integrated/On-BoardGraphics,Windows10,No,424.53
i54th,8,15.6,DedicatedGraphics,Windows8,Yes,1554.53
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows8,No,514.53
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows10,No,169.99
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows10,No,399.53
i33rd,6,17.3,Integrated/On-BoardGraphics,Windows7,No,524.52
Celeron,2,15.6,Integrated/On-BoardGraphics,ChromeOS,Yes,444.53
i54th,4,15.6,Integrated/On-BoardGraphics,Windows7,No,1049.95
i54th,8,15.6,DedicatedGraphics,Windows8,No,1099.53
i74th,8,15.6,DedicatedGraphics,Windows8,No,1599.53
i74th,16,15.6,DedicatedGraphics,Windows7,No,2899.53
i74th,8,15.6,Integrated/On-BoardGraphics,Windows8,No,1224.53
Celeron,2,14,Integrated/On-BoardGraphics,ChromeOS,No,434.53
i74th,8,14,DedicatedGraphics,Windows8,Yes,2054.53
i53rd,4 ,13.1,Integrated/On-BoardGraphics,Windows7,No,4795.99
i74th,16,17.3,DedicatedGraphics,Windows7,No,2599.53
Celeron,2,13.3,Integrated/On-BoardGraphics,ChromeOS,No,424.53
i74th,8,15.6,DedicatedGraphics,Windows7,No,2444.53
Celeron,2,11.6,Integrated/On-BoardGraphics,ChromeOS,Yes,354.53
i74th,8,14,Integrated/On-BoardGraphics,Windows7,Yes,1699.53
i74th,16,17.3,DedicatedGraphics,Windows8,Yes,2044.53
i74th,8,17.3,DedicatedGraphics,Windows8,No,1154.53
i53rd,4 ,13.1,Integrated/On-BoardGraphics,Windows7,No,3795
i74th,12,15.6,Integrated/On-BoardGraphics,Windows10,No,1999.53
i54th,4 ,14,Integrated/On-BoardGraphics,Windows7,No,1212.99
i74th,16,15.6,DedicatedGraphics,Windows8,Yes,1834.53
i74th,16,17.3,DedicatedGraphics,Windows8,No,1754.53
i74th,16,15.6,DedicatedGraphics,Windows8,Yes,1399.53
Celeron,2,13.3,Integrated/On-BoardGraphics,Windows8,No,499.53
i74th,16,17.3,DedicatedGraphics,Windows8,No,1444.53
i74th,12,17.3,DedicatedGraphics,Windows8,No,1499.53
i74th,16,15.6,DedicatedGraphics,Windows8,Yes,1999.53
i74th,16,15.6,DedicatedGraphics,Windows8,Yes,1799.53
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows8,No,434.53
Celeron,2,11.6,Integrated/On-BoardGraphics,ChromeOS,No,454.53
i74th,16,17.3,DedicatedGraphics,Windows8,Yes,2599.53
i74th,8,17.3,DedicatedGraphics,Windows10,No,2199.53
Celeron,2,11.6,Integrated/On-BoardGraphics,ChromeOS,Yes,319.53
i74th,16,17.3,DedicatedGraphics,Windows8,Yes,2654.53
i74th,16,17.3,DedicatedGraphics,Windows8,Yes,2600.73
Pentium,4,17.3,Integrated/On-BoardGraphics,Windows8,No,944.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,Yes,469.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,No,389.53
i74th,16,14,DedicatedGraphics,Windows10,Yes,2799.53
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows10,No,354.53
Celeron,4,15.6,Integrated/On-BoardGraphics,Windows10,No,454.53
Celeron,2,11.6,Integrated/On-BoardGraphics,ChromeOS,No,344.53
i54th,4,14,Integrated/On-BoardGraphics,Windows7,No,999.53
i54th,4,14,Integrated/On-BoardGraphics,Windows8,Yes,1199.53
i74th,16,15.6,DedicatedGraphics,Windows8,Yes,1999.53
Celeron,2,11.6,Integrated/On-BoardGraphics,ChromeOS,Yes,354.53
i54th,8,17.3,DedicatedGraphics,Windows8,No,1954.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,No,510.73
i74th,16,17.3,DedicatedGraphics,Windows7,Yes,3654.53
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows10,No,434.53
i74th,8,15.6,DedicatedGraphics,Windows8,Yes,1544.53
i74th,16,17.3,DedicatedGraphics,Windows8,No,1654.53
i54th,4,11.6,Integrated/On-BoardGraphics,Windows8,Yes,944.53
Celeron,2,14,Integrated/On-BoardGraphics,Windows10,No,374.53
i74th,12,15.6,DedicatedGraphics,Windows8,No,1299.53
Celeron,2 ,11.6,Integrated/On-BoardGraphics,ChromeOS,No,379.53
i74th,12,17.3,DedicatedGraphics,Windows8,No,2444.53
i74th,8,15.6,DedicatedGraphics,Windows8,No,1499.53
i74th,16,17.3,DedicatedGraphics,Windows8,No,2054.53
i74th,12,17.3,DedicatedGraphics,Windows8,No,1554.53
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,Yes,454.53
i54th,8,14,DedicatedGraphics,Windows8,No,1239.53
i74th,8,15.6,DedicatedGraphics,Windows8,No,1179.53
i74th,24,17.3,DedicatedGraphics,Windows8,No,2110.73
i74th,16 ,17.3,DedicatedGraphics,Windows8,No,3110.73
i74th,16,15.6,DedicatedGraphics,Windows8,No,1799.53
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows8,No,544.53
i54th,8,15.6,DedicatedGraphics,Windows8,No,1644.53
Celeron,4,14,Integrated/On-BoardGraphics,ChromeOS,No,499.53
i74th,16,17.3,DedicatedGraphics,Windows7,No,2699.53
Celeron,4,15.6,Integrated/On-BoardGraphics,ChromeOS,Yes,614.53
i74th,8,17.3,DedicatedGraphics,Windows8,No,1944.53
i74th,16,15.6,DedicatedGraphics,Windows10,No,1154.53
i54th,8,15.6,DedicatedGraphics,Windows8,No,1054.53
Celeron,2,11.6,Integrated/On-BoardGraphics,Windows10,No,399.53
i54th,6,17.3,Integrated/On-BoardGraphics,Windows8,No,694.99
i74th,8,15.6,Integrated/On-BoardGraphics,Windows7,No,560
i54th,8,15.6,Integrated/On-BoardGraphics,Windows10,No,599.99
i54th,4 ,14,Integrated/On-BoardGraphics,Windows7,Yes,380
i54th,6,15.6,Integrated/On-BoardGraphics,Windows10,No,449.99
i74th,16,17.3,Integrated/On-BoardGraphics,Windows8,No,983.69
i54th,4,15.6,Integrated/On-BoardGraphics,Windows10,No,489.99
i54th,4,14,Integrated/On-BoardGraphics,Windows7,No,792.69
i54th,4,14,Integrated/On-BoardGraphics,Windows7,No,559.99
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows10,No,419.99
i74th,16,15.6,DedicatedGraphics,Windows7,Yes,2699.53
AMDSemprom,4 ,15.6,Integrated/On-BoardGraphics,Windows10,No,288
Pentium,4,15.6,Integrated/On-BoardGraphics,Windows10,No,369.99
Pentium,4,17.3,Integrated/On-BoardGraphics,Windows7,No,413.49
i54th,8,15.6,Integrated/On-BoardGraphics,Windows8,No,734.98
i54th,8,14,DedicatedGraphics,Windows7,No,867.99
i74th,16,15.6,DedicatedGraphics,Windows10,Yes,1499
i54th,6,15.6,Integrated/On-BoardGraphics,Windows8,No,509.99
Celeron,2,14,Integrated/On-BoardGraphics,Windows7,No,298.99
i33rd,6,17.3,Integrated/On-BoardGraphics,Windows7,No,531.98
Celeron,4,11.6,Integrated/On-BoardGraphics,Windows7,No,291.98
Pentium,4,17.3,Integrated/On-BoardGraphics,Windows7,No,425.98
Celeron,4,11.6,Integrated/On-BoardGraphics,ChromeOS,No,289.98

